movieId,imdbId,tmdbId
2988,0081150,38772
2989,0082398,699
2990,0097742,709
2991,0070328,253
2992,0091829,13511
2993,0059800,660
2995,0185371,11377
2996,0166943,26149
2997,0120601,492
2998,0144178,108346
3000,0119698,128
3001,0157075,46286
3002,0200849,8672
3003,0170705,8056
3004,0120596,2020
3005,0145681,9481
3006,0140352,9008
3007,0181288,14242
3008,0156729,16129
3010,0200071,11489
3011,0065088,28145
3013,0099180,18111
3015,0077355,11223
3016,0083767,16281
3017,0092796,16288
3018,0089885,1694
3019,0097240,476
3020,0106856,37094
3021,0082427,13555
3022,0017925,961
3024,0078087,24831
3025,0062218,64963
3028,0061407,25560
3029,0082817,21610
3030,0055630,11878
3031,0100475,11510
3032,0067525,11234
3033,0094012,957
3034,0070608,11886
3035,0048380,37853
3036,0082484,62204
3037,0065988,11040
3038,0050371,21849
3039,0086465,1621
3040,0079540,14035
3041,0087700,40771
3042,0093516,40772
3043,0104837,40773
3044,0101669,11498
3045,0105130,11790
3046,0113416,29371
3047,0083911,276635
3048,0083254,47941
3051,0149691,21349
3052,0120655,1832
3053,0151137,10047
3054,0190641,10228
3055,0165773,47692
3057,0118150,144953
3060,0101605,11663
3061,0034862,13485
3062,0056197,9289
3063,0105156,9264
3064,0119908,18222
3066,0066473,11165
3067,0095675,4203
3068,0084855,24226
3069,0068528,88875
3070,0086856,11379
3071,0094027,29154
3072,0093565,2039
3074,0068762,11943
3075,0059646,11481
3076,0057187,2690
3077,0164312,20565
3078,0165859,27141
3079,0178737,10399
3081,0162661,2668
3082,0143145,36643
3083,0185125,99
3086,0024852,25898
3087,0096061,9647
3088,0042546,11787
3089,0040522,5156
3090,0093509,24276
3091,0080979,11953
3093,0067411,29005
3094,0093512,26371
3095,0032551,596
3096,0050738,52470
3097,0033045,20334
3098,0087781,11393
3099,0073692,31121
3100,0105265,293
3101,0093010,10998
3102,0089360,12235
3103,0100680,36094
3104,0095631,9013
3105,0099077,11005
3106,0099291,59820
3107,0101393,2924
3108,0101889,177
3109,0088007,38557
3110,0087091,42087
3111,0087921,13681
3112,0090556,34760
3113,0146675,9946
3114,0120363,863
3115,0155711,31582
3116,0189744,125520
3117,0134154,22267
3118,0161023,55123
3120,0104114,10411
3121,0045877,41462
3122,0033021,1718
3125,0172396,20024
3127,0144715,13787
3128,0160513,54933
3129,0158371,9684
3130,0099165,9586
3133,0015863,33015
3134,0028950,777
3135,0079239,21887
3136,0050558,5652
3138,0096171,32331
3140,0014538,32628
3141,0100828,32669
3142,0096328,18161
3143,0063056,31681
3144,0060463,33666
3145,0150216,32274
3146,0205000,10402
3147,0120689,497
3148,0124315,1715
3150,0141974,42739
3152,0067328,25188
3153,0051337,15515
3155,0166485,1439
3156,0182789,2277
3157,0164912,10137
3158,0162866,10387
3159,0120910,49948
3160,0175880,334
3161,0119079,30237
3163,0151568,46435
3165,0106455,22213
3166,0096978,47070
3167,0066892,36492
3168,0064276,624
3169,0087231,26578
3171,0053226,43103
3173,0146838,9563
3174,0125664,1850
3175,0177789,926
3176,0134119,1213
3177,0195945,10471
3178,0174856,10400
3179,0145653,10397
3180,0196857,20761
3181,0120866,12524
3182,0192335,28216
3183,0174268,36773
3185,0120834,10219
3186,0172493,3558
3188,0208261,41276
3189,0156812,17908
3190,0134983,10384
3192,0169302,48233
3194,0070903,10236
3196,0046359,632
3197,0095897,11851
3198,0070511,5924
3199,0050815,33734
3200,0070290,14886
3201,0065724,26617
3202,0065436,11900
3203,0097162,10493
3204,0077269,16241
3205,0054067,27632
3206,0086859,22160
3207,0045162,4460
3208,0107659,9644
3210,0083929,13342
3211,0094924,35119
3213,0106364,14919
3214,0088707,14040
3216,0066380,17343
3217,0029606,22692
3218,0102687,47620
3219,0100318,2990
3221,0083851,10831
3223,0090366,33078
3224,0058625,16672
3225,0186975,10472
3232,0016332,32600
3235,0081748,13005
3238,0120662,18681
3239,0141399,75531
3240,0156639,20468
3241,0201840,14521
3243,0104187,10406
3244,0076095,14741
3245,0058604,32015
3246,0104797,1883
3247,0105417,2005
3248,0108147,6279
3249,0104389,11087
3250,0106246,7305
3251,0088683,24735
3252,0105323,9475
3253,0105793,8872
3254,0108525,8873
3255,0104694,11287
3256,0105112,9869
3257,0103855,619
3258,0104070,9374
3259,0104231,11259
3260,0104454,8293
3261,0105415,11068
3262,0105665,1923
3263,0105812,10158
3264,0103893,10206
3265,0104684,11782
3266,0103905,10086
3267,0104815,9367
3268,0105477,9876
3269,0104291,10326
3270,0104040,16562
3271,0105046,9609
3272,0103759,12143
3273,0134084,4234
3274,0105414,9605
3275,0144117,8374
3276,0171356,29076
3281,0144801,113096
3282,0116102,106837
3284,0067848,27841
3285,0163978,1907
3286,0184907,15489
3287,0220099,15655
3289,0209189,36210
3292,0047878,22342
3294,0074455,30062
3296,0062376,25934
3298,0181984,14181
3299,0162983,10385
3300,0134847,2787
3301,0190138,2069
3302,0159272,61416
3303,0221023,79515
3304,0077248,14839
3306,0018773,28978
3307,0021749,901
3308,0087265,25010
3309,0009018,36208
3310,0012349,10098
3313,0084395,33374
3314,0044420,43368
3316,0184858,2155
3317,0185014,11004
3318,0158583,25212
3320,0164756,139
3324,0186045,25166
3325,0156841,1831
3326,0181151,10416
3327,0218043,14271
3328,0165798,4816
3329,0094347,19958
3330,0055471,28569
3331,0085980,2193
3334,0040506,11016
3338,0097372,20423
3339,0074695,10839
3340,0047898,36489
3341,0042276,24481
3342,0086969,11296
3343,0092559,61651
3344,0056875,28172
3347,0086005,14280
3349,0039698,149687
3350,0055353,29478
3351,0058694,28177
3354,0183523,2067
3355,0142688,622
3357,0181530,28463
3358,0101698,12186
3359,0078902,20283
3360,0091217,5693
3361,0094812,287
3362,0072890,968
3363,0069704,838
3364,0042208,16958
3365,0049730,3114
3368,0051411,12501
3370,0094731,31618
3371,0074235,42232
3377,0035966,22178
3379,0053137,35412
3380,0039748,43463
3384,0072251,8333
3385,0090274,19259
3386,0102138,820
3387,0098645,11718
3388,0093148,8989
3390,0091934,58048
3391,0094321,26827
3392,0098309,11157
3393,0092834,28370
3394,0092666,918
3395,0093596,61178
3396,0079588,11176
3397,0082474,14900
3398,0087755,11899
3399,0089994,36536
3400,0108526,18890
3401,0088760,19736
3402,0090219,123047
3404,0046435,16535
3405,0051994,10971
3406,0043379,23928
3408,0195685,462
3409,0195714,9532
3412,0095800,2383
3414,0048316,53879
3415,0072443,1396
3417,0044517,11570
3418,0103074,1541
3420,0078718,17443
3421,0077975,8469
3422,0091939,27995
3423,0096054,36739
3424,0097216,925
3425,0100168,41823
3426,0102175,1713
3427,0062824,26170
3428,0078950,30547
3429,0099317,54825
3430,0071402,13939
3431,0082250,14373
3432,0089003,24873
3434,0109578,34746
3435,0036775,996
3436,0101787,9079
3437,0101615,1496
3438,0100758,1498
3439,0103060,1497
3440,0108308,1499
3441,0087985,1880
3442,0090693,33762
3444,0092675,11690
3445,0077530,29143
3446,0113133,35292
3447,0028944,36652
3448,0093105,801
3449,0095238,104301
3450,0107050,11520
3451,0061735,1879
3452,0165929,2085
3453,0195778,13539
3454,0202402,16222
3456,0191043,17078
3457,0127349,37722
3459,0091142,33516
3460,0061765,99008
3461,0057261,9960
3462,0027977,3082
3463,0110629,49338
3465,0092079,52961
3466,0107091,12187
3467,0057163,24748
3468,0054997,990
3469,0053946,1908
3470,0071411,9764
3471,0075860,840
3474,0117468,26689
3475,0043924,25673
3476,0099871,2291
3477,0112950,13531
3478,0093378,16620
3479,0089457,526
3480,0091445,13346
3481,0146882,243
3483,0138749,10501
3484,0192614,11478
3487,0061619,6644
3489,0102057,879
3490,0068713,32613
3491,0091579,39406
3492,0017416,85689
3494,0065126,17529
3495,0105267,40841
3496,0095564,118098
3497,0085919,1793
3498,0077928,11327
3499,0100157,1700
3500,0104928,54087
3501,0089643,34322
3502,0107630,41659
3503,0069293,593
3504,0074958,10774
3505,0093640,10083
3506,0079640,29786
3507,0063374,11356
3508,0075029,10747
3509,0165643,38809
3510,0186151,10559
3511,0217756,20697
3512,0122459,2621
3513,0160797,10479
3515,0183503,49721
3516,0051406,2006
3518,0119062,46625
3519,0077572,17339
3520,0059287,26879
3521,0097940,11305
3522,0067698,48211
3524,0082031,13665
3525,0086927,12309
3526,0098067,1552
3527,0093773,106
3528,0102713,10333
3529,0082934,11027
3531,0099014,123757
3534,0191754,10468
3535,0144084,1359
3536,0171433,4967
3537,0149367,31776
3538,0166175,10557
3539,0236216,27745
3540,0160644,19214
3543,0083833,13776
3544,0102898,26291
3545,0068327,10784
3546,0056687,10242
3547,0093776,27857
3548,0051383,16347
3549,0048140,4825
3550,0085701,11654
3551,0074860,10518
3552,0080487,11977
3553,0176783,18041
3554,0199725,14736
3555,0141926,3536
3556,0159097,1443
3557,0104549,10424
3559,0044837,28971
3560,0077132,49096
3563,0132910,9456
3564,0158622,889
3565,0198021,10564
3566,0189584,15723
3567,0180837,19600
3568,0162348,125537
3569,0154421,452
3571,0220100,36234
3572,0106521,39283
3573,0112634,65460
3574,0115834,55667
3575,0156460,31978
3576,0093185,12476
3577,0096324,5241
3578,0172495,98
3579,0167203,21311
3580,0153464,47724
3581,0188674,11129
3584,0085276,1058
3587,0080923,16395
3588,0068805,50627
3590,0071772,38925
3591,0085970,13105
3593,0185183,5491
3594,0210616,10560
3596,0156323,19419
3598,0171359,10688
3599,0037514,17889
3600,0054692,18228
3602,0053848,18642
3604,0056048,39391
3605,0051818,18644
3606,0041716,31516
3608,0089791,5683
3609,0181786,113279
3611,0036326,14906
3612,0075232,16176
3613,0096259,52770
3614,0104438,12518
3615,0130623,10567
3616,0217630,10642
3617,0215129,9285
3618,0196216,10569
3619,0080881,21879
3620,0119746,98502
3621,0082933,21484
3622,0066495,24918
3623,0120755,955
3624,0184894,8584
3626,0154443,11332
3627,0055830,16093
3628,0034742,29372
3629,0015864,962
3632,0039631,30588
3633,0064757,668
3634,0058576,23518
3635,0076752,691
3637,0089960,44018
3638,0079574,698
3639,0071807,682
3640,0050598,28973
3643,0036824,22994
3646,0208003,9600
3649,0080365,2768
3653,0060371,21
3654,0054953,10911
3655,0070130,10102
3656,0039589,30308
3657,0043899,38688
3658,0062168,26912
3659,0050873,26278
3660,0098143,26953
3661,0100438,26954
3662,0102728,26956
3663,0107899,26957
3664,0110916,26958
3665,0132451,26959
3668,0063518,6003
3669,0105466,23939
3671,0071230,11072
3672,0071206,23069
3673,0092638,21299
3674,0076044,38802
3675,0047673,13368
3676,0074486,985
3677,0103767,14002
3678,0048347,541
3679,0082252,21137
3680,0094980,36724
3681,0059578,938
3682,0070355,10648
3683,0086979,11368
3684,0097322,10875
3685,0089841,2075
3686,0099582,1551
3687,0095525,22500
3688,0084522,10246
3689,0086129,19698
3690,0089826,23919
3691,0086143,18835
3692,0090849,26554
3693,0090190,15239
3694,0098503,28165
3695,0098502,28169
3696,0091630,15762
3697,0100403,169
3698,0093894,865
3699,0088172,9663
3700,0087004,26889
3701,0094631,10128
3702,0079501,9659
3703,0082694,8810
3704,0089530,9355
3705,0099141,1727
3706,0092563,635
3707,0091635,10068
3708,0087262,11495
3709,0105428,11428
3710,0094612,10117
3712,0102951,25562
3713,0100046,51763
3714,0094882,73079
3715,0092710,38921
3716,0093011,35463
3717,0187078,9679
3718,0179074,24587
3719,0182295,51333
3720,0145503,17771
3721,0162711,31610
3723,0099726,10264
3724,0077362,31657
3725,0082009,29204
3726,0074156,17814
3727,0093605,11879
3728,0102592,21128
3729,0067741,482
3730,0071360,592
3731,0082220,31593
3732,0077588,12611
3733,0070509,14328
3734,0082945,32047
3735,0070666,9040
3736,0043338,25364
3737,0056195,43002
3738,0072226,5121
3739,0023622,195
3740,0090728,6978
3741,0069762,3133
3742,0015648,643
3743,0204175,10571
3744,0162650,479
3745,0120913,7450
3746,0188030,31023
3747,0186253,25636
3751,0120630,7443
3752,0183505,2123
3753,0187393,2024
3754,0131704,17711
3755,0177971,2133
3757,0068230,25993
3758,0097100,28774
3759,0039404,46929
3760,0076257,11598
3761,0106469,9702
3763,0089118,9873
3764,0101846,16820
3765,0099797,14864
3766,0087727,15379
3768,0094792,27352
3769,0072288,8348
3770,0087175,24099
3771,0071569,17897
3773,0099800,16094
3774,0102065,16096
3775,0038718,20343
3777,0093608,11822
3780,0042897,37744
3783,0159382,12706
3784,0219854,4244
3785,0175142,4247
3786,0179116,20770
3787,0215369,1050
3788,0060176,1052
3789,0059575,20540
3790,0212974,23655
3791,0087277,1788
3792,0038499,32275
3793,0120903,36657
3794,0200530,44490
3795,0168794,47585
3798,0161081,2655
3799,0210234,12599
3800,0205735,33828
3801,0052561,93
3802,0104299,9278
3804,0079257,59181
3805,0082622,22167
3806,0064615,18118
3807,0076716,11940
3809,0103241,10276
3810,0105813,19380
3811,0080310,13783
3812,0068555,11624
3813,0077742,15867
3814,0073312,11686
3816,0089276,29263
3819,0092048,11830
3820,0205461,16110
3821,0144528,12107
3822,0144201,10401
3823,0171865,32640
3824,0174480,10641
3825,0200550,6282
3826,0164052,9383
3827,0186566,5551
3829,0156757,43079
3831,0195234,2360
3832,0057603,28043
3833,0052646,33468
3834,0080472,21866
3835,0106627,33408
3836,0065938,11589
3837,0095863,15158
3838,0110823,16139
3839,0138703,16146
3840,0095925,26515
3841,0099005,11856
3843,0086320,13567
3844,0098384,10860
3845,0049189,8420
3846,0085470,18391
3847,0071650,20850
3848,0111187,39473
3849,0038975,27452
3851,0251739,38548
3852,0234853,20438
3854,0130444,2211
3855,0204709,46991
3857,0163983,10391
3858,0173716,14195
3859,0233687,15665
3860,0138681,45905
3861,0191397,10393
3863,0209958,8843
3864,0188640,10643
3865,0236388,23618
3868,0095705,37136
3869,0102510,37137
3870,0032881,23283
3871,0046303,3110
3872,0053318,14698
3873,0059017,11694
3875,0062885,39891
3877,0088206,9651
3879,0160009,11398
3880,0236008,161687
3882,0204946,1588
3883,0162903,287821
3885,0234137,25128
3886,0161216,18153
3889,0144964,12211
3890,0259207,137236
3891,0216772,9995
3892,0187696,1698
3893,0171580,10480
3895,0204626,10685
3896,0202677,1619
3897,0181875,786
3900,0197384,46119
3901,0134630,18074
3902,0210717,170767
3903,0182508,77332
3905,0181836,29015
3906,0164212,10562
3908,0192731,12212
3909,0206420,14629
3910,0168629,16
3911,0218839,13785
3913,0211219,15752
3914,0222850,22597
3915,0210075,19348
3916,0210945,10637
3917,0093177,9003
3918,0095294,9064
3919,0104409,11569
3920,0107209,10434
3921,0056860,26484
3922,0057887,39113
3923,0053219,38126
3924,0058440,53617
3925,0088184,469
3926,0055608,2160
3927,0060397,2161
3928,0040068,3073
3929,0032234,911
3930,0046876,10973
3932,0024184,10787
3933,0052969,43109
3934,0050610,43230
3936,0036261,15855
3937,0088024,9507
3938,0084695,27475
3939,0093996,27764
3940,0100639,27767
3941,0091990,40760
3942,0100663,40446
3943,0215545,24664
3945,0259974,20455
3946,0208988,10461
3947,0067128,1485
3948,0212338,1597
3949,0180093,641
3950,0170691,10687
3951,0202641,63956
3952,0208874,6521
3953,0205271,10763
3955,0213790,16888
3956,0160484,10383
3957,0066832,21142
3959,0054387,2134
3960,0113269,18801
3961,0089200,18498
3962,0093091,28605
3963,0058708,42797
3964,0041094,13465
3965,0038988,27033
3966,0037638,20367
3967,0249462,71
3968,0230030,1636
3969,0223897,10647
3970,0082307,19204
3971,0081376,13762
3972,0111512,12207
3973,0229260,11531
3975,0219952,10783
3976,0192949,47302
3977,0160127,4327
3978,0146984,4958
3979,0185431,9678
3980,0203019,11978
3981,0199753,8870
3983,0203230,14295
3984,0066995,681
3985,0074452,11372
3986,0216216,8452
3987,0186894,10862
3988,0170016,8871
3989,0230591,34045
3990,0213203,16340
3991,0211181,10481
3992,0213847,10867
3993,0180073,10876
3994,0217869,9741
3996,0190332,146
3997,0190374,11849
3998,0228750,11983
3999,0190865,11678
4000,0086993,2669
4001,0088936,20721
4002,0093748,2609
4003,0096094,12714
4005,0093428,708
4006,0092106,1857
4007,0094291,10673
4008,0096969,2604
4009,0096219,10132
4010,0088850,11064
4011,0208092,107
4012,0095927,40820
4014,0241303,392
4015,0242423,8859
4016,0120917,11688
4017,0183659,12509
4018,0207201,3981
4019,0181536,711
4020,0219699,2046
4021,0247196,5001
4022,0162222,8358
4023,0218967,5994
4024,0200720,25520
4025,0212346,1493
4026,0223530,25660
4027,0190590,134
4029,0120202,21991
4030,0219653,10577
4031,0149624,21355
4033,0146309,11973
4034,0181865,1900
4035,0218378,44853
4036,0189998,10873
4037,0093223,26719
4039,0083564,15739
4040,0101757,15413
4041,0084434,2623
4042,0053580,11209
4043,0090670,13715
4045,0072735,8043
4046,0049233,43258
4047,0107007,10655
4048,0110115,75490
4051,0056600,
4052,0218817,9989
4053,0238948,18828
4054,0206275,9816
4055,0194218,20637
4056,0237572,5955
4060,0104765,66599
4061,0102388,17474
4062,0095690,11191
4063,0105165,2613
4066,0095348,17006
4067,0108451,26333
4068,0186589,16723
4069,0209475,2018
4073,0178642,18856
4076,0162024,83500
4077,0216800,47943
4079,0092546,5709
4080,0092605,11215
4081,0092608,26477
4082,0092618,10937
4084,0092644,96
4085,0086960,90
4086,0092654,11028
4088,0092656,67307
4089,0092690,19324
4090,0092695,19933
4091,0092718,12919
4092,0092746,15785
4095,0092804,12506
4098,0092843,39507
4101,0092904,30994
4102,0092948,17159
4103,0092965,10110
4104,0092974,18935
4105,0083907,764
4106,0092997,20287
4108,0093029,71881
4109,0093036,15658
4111,0093073,28368
4114,0093104,48149
4115,0093186,26156
4116,0093200,34101
4117,0093209,32054
4121,0093260,2614
4122,0093277,40962
4123,0093278,12704
4124,0093300,580
4126,0093407,13703
4128,0093437,1547
4130,0093476,2608
4131,0093477,32058
4132,0093493,10019
4133,0093507,11649
4135,0093560,13509
4136,0093562,63639
4139,0093638,34379
4140,0093648,22915
4141,0192111,24940
4142,0190524,37302
4143,0242998,10984
4144,0118694,843
4146,0120753,318
4148,0212985,9740
4149,0239948,10878
4151,0216787,10697
4153,0231775,16300
4155,0230838,1921
4156,0177650,44412
4158,0166276,23685
4159,0233142,12138
4161,0236493,6073
4162,0250720,39180
4166,0251031,19513
4167,0179626,2749
4168,0192071,10050
4169,0212380,17203
4171,0236447,95682
4173,0220157,49929
4174,0099073,2302
4175,0116447,32686
4177,0081163,6028
4178,0031742,51802
4179,0082912,42148
4180,0091836,29492
4181,0096223,25447
4183,0100842,38545
4184,0039190,19490
4185,0065687,31151
4186,0060424,1888
4187,0057251,38805
4188,0044685,16618
4189,0059245,2428
4190,0053793,22013
4191,0060086,15598
4194,0037800,56137
4195,0066740,17965
4197,0079781,33250
4198,0080421,14460
4200,0101764,9594
4201,0077504,35976
4203,0102005,2453
4205,0100140,4587
4207,0100232,12773
4208,0127952,125099
4210,0091474,11454
4211,0100486,38718
4212,0077413,4192
4213,0097179,11607
4214,0088000,14052
4215,0093857,16889
4216,0100049,39934
4217,0118540,26580
4218,0091860,21309
4219,0089208,16263
4220,0071771,4985
4221,0102517,20704
4222,0087015,23730
4223,0215750,853
4224,0242445,10877
4225,0205873,5257
4226,0209144,77
4228,0125022,10833
4229,0239949,20309
4231,0244970,12658
4232,0227538,10054
4233,0246989,10646
4234,0236784,2575
4235,0245712,55
4236,0206187,65075
4237,0247380,44379
4238,0164334,2043
4239,0221027,4133
4241,0266860,10991
4246,0243155,634
4247,0245686,10956
4248,0236348,19366
4251,0221073,9519
4252,0255094,13898
4254,0231402,9290
4255,0240515,13166
4262,0086250,111
4263,0055895,32488
4265,0132245,10477
4266,0245120,12484
4267,0203755,2144
4268,0141907,24113
4270,0209163,1734
4271,0243889,38047
4273,0240913,4973
4274,0056937,8095
4275,0085811,849
4276,0089504,27223
4277,0016039,2981
4278,0025913,39266
4279,0098524,31863
4280,0084917,11307
4281,0062776,46498
4282,0064940,11163
4284,0060429,18691
4290,0101902,25221
4291,0080319,19494
4292,0079638,40842
4293,0090098,19357
4294,0045464,33743
4296,0066011,9062
4297,0093713,11174
4298,0048021,934
4299,0183790,9476
4300,0212826,37691
4302,0208911,10613
4304,0256408,14268
4305,0225071,5852
4306,0126029,808
4308,0203009,824
4310,0213149,676
4312,0210727,26813
4316,0077716,50541
4317,0102343,26255
4318,0100395,22414
4319,0046719,43329
4321,0101587,1406
4322,0095082,13554
4324,0048248,66035
4326,0095647,1632
4327,0054047,966
4329,0053221,301
4332,0094082,12623
4333,0094142,11896
4334,0244316,25538
4337,0060934,5923
4338,0041996,15497
4339,0059885,21876
4340,0255798,11090
4342,0212815,21056
4343,0251075,9397
4344,0244244,9705
4345,0254099,26475
4347,0234288,29937
4349,0065528,10364
4350,0116344,32458
4351,0102685,1089
4352,0098300,38043
4353,0086508,9967
4354,0105699,17494
4355,0092272,17465
4356,0045810,759
4357,0045891,10297
4359,0048605,10653
4360,0047574,21468
4361,0084805,9576
4366,0230011,10865
4367,0146316,1995
4368,0240462,10808
4369,0232500,9799
4370,0212720,644
4371,0255819,16161
4372,0250224,10691
4375,0228242,21488
4378,0203119,11826
4380,0203632,9301
4381,0243493,11444
4383,0228786,60670
4384,0246765,55551
4386,0239395,10992
4387,0271027,2140
4388,0257106,4248
4389,0245238,17612
4390,0249380,3134
4391,0224578,34899
4392,0099012,8217
4394,0058953,26483
4396,0082136,11286
4397,0087032,11950
4399,0058249,36245
4401,0057007,15875
4402,0059124,26573
4403,0053925,23439
4404,0016847,10728
4405,0015064,5991
4406,0056217,11697
4407,0091886,6106
4409,0105378,19200
4410,0091983,11300
4411,0059740,16211
4414,0057693,32569
4415,0082163,20075
4417,0082966,28794
4420,0046754,34689
4422,0069467,10238
4424,0065777,4789
4426,0048261,18030
4427,0063227,18988
4428,0055184,11536
4432,0051036,976
4433,0049966,69605
4437,0076786,11906
4438,0068767,11713
4440,0067824,12481
4441,0077594,13333
4442,0089461,13938
4443,0082869,10540
4444,0068935,9462
4445,0163862,82623
4446,0173840,2114
4447,0250494,8835
4448,0227445,11371
4450,0242193,9517
4451,0273300,25985
4452,0227005,15745
4453,0245280,24977
4454,0188913,36107
4458,0109049,13794
4459,0130445,13795
4462,0094593,38965
4464,0094606,31052
4465,0094608,10868
4466,0094602,9395
4467,0096764,14506
4469,0094669,4281
4470,0094675,2
4471,0094678,26044
4473,0094712,14911
4474,0094715,15592
4475,0094716,15267
4477,0094744,30502
4478,0094746,19382
4479,0094747,24679
4480,0094761,9599
4482,0094799,17170
4483,0094824,18509
4486,0094884,14441
4487,0094889,7520
4488,0094894,10126
4489,0094898,9602
4490,0094910,23752
4491,0097125,41952
4492,0090887,3980
4493,0094919,10127
4495,0094921,27397
4496,0094933,9748
4498,0094963,10651
4499,0095031,10141
4500,0092929,27362
4501,0095088,5680
4502,0095107,26386
4503,0095119,34053
4506,0095174,10675
4508,0095243,10130
4509,0095253,2617
4511,0095304,21362
4515,0095360,26723
4516,0095409,20443
4518,0095488,11347
4519,0095489,12144
4520,0095519,13704
4521,0095532,12505
4522,0095599,41963
4523,0095638,13482
4524,0095654,34014
4526,0095687,12120
4527,0095736,47818
4528,0095774,38617
4529,0095801,3543
4531,0095963,9604
4532,0095990,24929
4533,0089907,10925
4534,0095993,13965
4535,0084296,24266
4537,0096018,18197
4538,0096029,70842
4539,0096030,38909
4541,0096071,11503
4543,0096098,9717
4544,0096101,11966
4545,0091949,2605
4546,0096163,8740
4550,0096203,26798
4552,0096251,41428
4553,0096256,8337
4555,0096289,8463
4557,0096316,28176
4558,0096320,9493
4559,0096380,26603
4560,0096425,33172
4561,0096426,29095
4562,0096454,12582
4563,0096486,10001
4564,0096794,11352
4565,0088708,12500
4566,0092548,25678
4567,0096804,25682
4568,0096913,17882
4569,0106393,32049
4570,0096926,45225
4571,0096928,1648
4572,0096933,4105
4573,0096943,22711
4577,0097027,10142
4578,0097044,3064
4584,0097236,15142
4585,0097235,14550
4587,0097257,2210
4589,0085475,21721
4590,0097276,116014
4591,0097289,11828
4592,0097314,55699
4593,0097328,10551
4600,0097458,17190
4602,0097481,9085
4603,0097500,17819
4605,0097531,14776
4606,0097567,59585
4608,0097579,29185
4610,0097613,32059
4612,0097635,4486
4614,0097659,10222
4615,0097714,12774
4616,0097722,14621
4617,0097731,19118
4618,0097737,14372
4619,0097758,15138
4621,0097778,9494
4622,0097790,17362
4623,0097815,9942
4624,0097858,8216
4625,0097883,4296
4626,0097889,24739
4627,0097892,39197
4628,0097965,9686
4629,0097967,27418
4630,0097987,39002
4632,0098051,31606
4634,0098073,37146
4636,0098141,8867
4638,0163025,331
4639,0265029,11467
4640,0222851,327
4641,0162346,1548
4642,0248845,13403
4643,0133152,869
4644,0237539,552
4645,0123948,36095
4649,0243655,2171
4652,0098193,19142
4654,0098206,10135
4655,0098219,32767
4658,0098253,19236
4659,0098260,32261
4660,0098261,60276
4661,0098273,12150
4662,0098282,11185
4663,0098308,47045
4664,0098319,18683
4666,0098343,12478
4667,0098347,49788
4670,0094035,25155
4673,0098439,9618
4674,0098442,16560
4675,0098471,31608
4676,0098519,22102
4677,0098536,6951
4678,0098546,11959
4679,0098554,2616
4680,0098577,7091
4681,0098621,249
4682,0098622,11342
4684,0098678,32330
4686,0108539,8494
4687,0056868,26535
4688,0101465,41784
4690,0087089,2148
4691,0087130,42033
4692,0087428,11308
4696,0083366,19317
4697,0083624,27813
4698,0119842,57745
4699,0218922,2057
4700,0247638,9880
4701,0266915,5175
4703,0094868,41951
4704,0056059,11385
4705,0077288,4484
4706,0080489,11684
4709,0064782,20391
4710,0075213,12584
4711,0108323,70042
4712,0064285,1627
4713,0080360,11542
4714,0080377,17169
4716,0080408,33214
4717,0080436,19267
4718,0252866,2770
4719,0181739,12610
4720,0230600,1933
4721,0244000,13496
4722,0250202,21055
4723,0250323,24936
4724,0221559,80070
4725,0261983,10972
4727,0238112,1722
4728,0250687,9896
4731,0251141,125707
4732,0258470,9683
4733,0256524,2779
4734,0261392,2294
4735,0228333,10016
4736,0234829,26602
4737,0221799,37920
4738,0208196,22230
4740,0206926,13966
4741,0203166,742
4743,0255653,15104
4744,0263488,8922
4745,0184791,11065
4748,0103596,16314
4749,0109015,18885
4750,0112255,40508
4751,0080907,5922
4752,0081114,27346
4753,0092147,34223
4754,0070917,16307
4755,0118178,27681
4756,0246544,11370
4757,0202470,12508
4761,0200427,34714
4763,0263957,106230
4765,0242587,18734
4766,0250809,44321
4767,0047795,26661
4768,0013086,5998
4769,0248912,58062
4770,0221218,2176
4771,0180734,20857
4772,0229340,22617
4774,0246464,2185
4775,0118589,10696
4776,0139654,2034
4782,0239986,31016
4783,0264578,32567
4784,0082416,12537
4787,0102316,11521
4789,0071994,27327
4792,0053559,29756
4795,0058092,30295
4796,0053877,25767
4798,0051773,22874
4799,0057193,11576
4800,0029081,43860
4801,0033836,43802
4802,0053143,9660
4803,0067588,15393
4804,0055312,248
4806,0059527,25905
4809,0086312,12502
4810,0076172,66092
4811,0079766,10373
4812,0091993,13766
4814,0260866,12103
4815,0252501,11313
4816,0196229,9398
4818,0245891,45864
4821,0206314,10866
4822,0273799,34549
4823,0240890,9778
4826,0080437,16121
4830,0080474,1623
4831,0080492,40932
4832,0080500,32027
4833,0080516,13550
4834,0080520,13612
4835,0080549,16769
4836,0080556,42158
4837,0080569,27958
4840,0080610,1716
4842,0080641,20681
4844,0219965,3172
4846,0108148,12780
4848,0166924,1018
4849,0206963,25641
4851,0245501,102933
4854,0061489,26299
4855,0066999,984
4857,0067093,14811
4859,0095428,77670
4861,0119682,15560
4862,0102555,9585
4863,0072979,14267
4865,0120681,768
4866,0272020,2100
4867,0200027,11091
4873,0243017,9081
4874,0272152,167
4875,0279286,34043
4876,0245674,9378
4878,0246578,141
4880,0264796,11457
4881,0243133,10778
4885,0249478,11456
4886,0198781,585
4887,0267804,10796
4888,0275719,23949
